,channel,videoId,videoKind,publishedDateTime,videoTitle,playlistId,categoryId,duration,viewCount,likeCount,dislikeCount,score,participantId,numOfVotes,mean,std
7280,UCVLZmDKeT-mV4H3ToYXIFYg | Tech Insider,fjw9UY9Z7Tg,youtube#video,2017-11-25T00:00:01.000Z,Why Marriage Seems Harder Now Than Ever Before,UUVLZmDKeT-mV4H3ToYXIFYg,28.0,PT2M18S,102596.0,2655.0,90.0,1,['A2HX13XTRKDD9C'],1,1.0,0.0
7281,UCLXo7UDZvByw2ixzpQCufnA | Vox,fkCxpF9mFbc,youtube#video,2016-01-07T15:56:13.000Z,Want a happier marriage? Share the housework equally.,UULXo7UDZvByw2ixzpQCufnA,25.0,PT2M25S,112886.0,2079.0,332.0,"0, 0","['A393D0YOTJ8QWA', 'A3ODGLELT1TPX']",2,0.0,0.0
7283,UCLXo7UDZvByw2ixzpQCufnA | Vox,flM0NTYtees,youtube#video,2015-03-11T15:38:44.000Z,The best cat videos come from the wild,UULXo7UDZvByw2ixzpQCufnA,25.0,PT4M7S,752947.0,10483.0,125.0,"0, 2, 2","['A2ONQYOHK167IH', 'A3AYDZLIK17L9K', 'A3NKA0NIM0TX5C']",3,1.333333333333333,0.9428090415820634
7285,UCphTF9wHwhCt-BzIq-s4V-g | What If,flPBfUiIX1g,youtube#video,2019-11-26T17:36:53.000Z,What If Spiders Were the Size of Humans?,UUphTF9wHwhCt-BzIq-s4V-g,28.0,PT7M4S,282162.0,9492.0,255.0,2,['AWKUOA7M4P8YI'],1,2.0,0.0
7286,UCCODtTcd5M1JavPCOr_Uydg | Extra Credits,flaRyx90YJo,youtube#video,2018-03-31T17:29:53.000Z,"♫ Genghis Khan: ""The Infinite Steppe"" - Sean and Dean Kiner - Extra History Music",UUCODtTcd5M1JavPCOr_Uydg,27.0,PT1M58S,139218.0,3066.0,34.0,"0, 1","['A3NNWJI1G86RJ2', 'AXHC7OMH8XE9U']",2,0.5,0.5
7287,UC3sznuotAs2ohg_U__Jzj_Q | The Film Theorists,fmRs8HaMRUA,youtube#video,2017-06-21T18:00:01.000Z,Film Theory: Can The Lion King SURVIVE on Bugs?,UU3sznuotAs2ohg_U__Jzj_Q,1.0,PT17M19S,6172085.0,166269.0,4226.0,"0, 1","['A1O6NAOVMJ1XVC', 'AE63GABJL0FGJ']",2,0.5,0.5
7288,UC6nSFpj9HTCZ5t-N3Rm3-HA | Vsauce,fmXFWi-WfyU,youtube#video,2016-06-09T22:00:00.000Z,Rotational Motion: Crash Course Physics #11,UUX6b17PVsYBQ0ip5gyeme-Q,27.0,PT8M55S,664456.0,6591.0,348.0,"0, 0","['AA4KKLIU4C3NY', 'A2G92T4A1U377C']",2,0.0,0.0
7289,UC64UiPJwM_e9AqAd7RiD7JA | Today I Found Out,fmynzMyVAVI,youtube#video,2018-11-13T17:00:07.000Z,Does the Ocean Continually Get Saltier?,UU64UiPJwM_e9AqAd7RiD7JA,27.0,PT11M37S,242758.0,8191.0,429.0,"0, 1","['A2KWEVSI7P1RGQ', 'A3QU964EOJXS56']",2,0.5,0.5
7290,UC6nSFpj9HTCZ5t-N3Rm3-HA | Vsauce,fnHb-zyWh14,youtube#video,2015-04-17T22:43:21.000Z,Presidential Powers 2: Crash Course Government and Politics #12,UUX6b17PVsYBQ0ip5gyeme-Q,27.0,PT7M53S,722931.0,5909.0,131.0,"0, 0, 0","['A86CAG3LG83GG', nan, 'ALHT37PYQA05D']",2,0.0,0.0
7291,UCVLZmDKeT-mV4H3ToYXIFYg | Tech Insider,fo6hphSeysQ,youtube#video,2017-08-26T21:00:05.000Z,Why 4 Hours Of Sleep Is Terrible For You — Even If You Don't Feel Tired,UUVLZmDKeT-mV4H3ToYXIFYg,28.0,PT1M58S,302546.0,5545.0,433.0,"2, 2","['A47E0Z3LTH37V', 'A1SUUTWO9RWT4F']",2,2.0,0.0
7292,UCsooa4yRKGN_zEE8iknghZA | TED-Ed,foLf5Bi9qXs,youtube#video,2017-07-17T15:13:56.000Z,How does caffeine keep us awake? - Hanan Qasim,UUsooa4yRKGN_zEE8iknghZA,27.0,PT5M15S,2100835.0,39864.0,503.0,"0, 1","['A33B85TN97HQ33', 'A2HX13XTRKDD9C']",2,0.5,0.5
7293,UCVLZmDKeT-mV4H3ToYXIFYg | Tech Insider,foSdqzagHP4,youtube#video,2016-04-28T21:00:02.000Z,Radioactive reindeer after Chernobyl,UUVLZmDKeT-mV4H3ToYXIFYg,28.0,PT2M8S,200263.0,1698.0,112.0,"0, 0","['A86CAG3LG83GG', 'A1O6NAOVMJ1XVC']",2,0.0,0.0
7294,UC6nSFpj9HTCZ5t-N3Rm3-HA | Vsauce,fo_pmp5rtzo,youtube#video,2016-05-05T21:52:55.000Z,Friction: Crash Course Physics #6,UUX6b17PVsYBQ0ip5gyeme-Q,27.0,PT10M59S,934524.0,9795.0,381.0,"0, 1, 1","['A1PXMNFSURCOFJ', 'A3TPW4JUUJDUFI', 'A31R560IXODLDC']",3,0.6666666666666666,0.4714045207910317
7295,UCCODtTcd5M1JavPCOr_Uydg | Extra Credits,fotqJhwgoCA,youtube#video,2019-07-24T17:29:53.000Z,In Defense of Imagination - When to NOT Tell the Whole Story to Players - Extra Credits,UUCODtTcd5M1JavPCOr_Uydg,20.0,PT7M43S,107975.0,6430.0,608.0,"0, 0, 0","['A14M2EERU7E8KD', 'A2G92T4A1U377C', 'A3T3CRF61D218E']",3,0.0,0.0
7296,UCH4BNI0-FOK2dMXoFtViWHw | It's Okay To Be Smart,fpAObF1B_sI,youtube#video,2016-10-17T16:01:37.000Z,How Baby Sea Turtles Find Their Way Home,UUH4BNI0-FOK2dMXoFtViWHw,27.0,PT6M32S,1059145.0,9961.0,133.0,"0, 0","['ALHT37PYQA05D', 'A24RQYIDMV7OPK']",2,0.0,0.0
7297,UCftwRNsjfRo08xYE31tkiyw | WIRED,fpkijZZSrIk,youtube#video,2017-12-19T17:00:44.000Z,Owen Wilson & Ed Helms Answer the Web's Most Searched Questions | WIRED,UUftwRNsjfRo08xYE31tkiyw,24.0,PT6M4S,3140993.0,41453.0,539.0,"1, 2","['A1ICZRR7BO5HLU', 'A16QZSBYXE5VY8']",2,1.5,0.5
7298,UC6nSFpj9HTCZ5t-N3Rm3-HA | Vsauce,fpnE6UAfbtU,youtube#video,2017-03-29T22:00:02.000Z,Registers and RAM: Crash Course Computer Science #6,UUX6b17PVsYBQ0ip5gyeme-Q,27.0,PT12M17S,853922.0,17936.0,237.0,0,['A24RQYIDMV7OPK'],1,0.0,0.0
7299,UCRcgy6GzDeccI7dkbbBna3Q | LEMMiNO,fqnKlD3PUzg,youtube#video,2016-10-05T17:57:47.000Z,Top 10 Facts - Space [Part 7],UURcgy6GzDeccI7dkbbBna3Q,24.0,PT16M22S,1804143.0,56180.0,409.0,"0, 0, 2","['A1EVVBDX9ZC9E4', 'A2Z0V2A4SP5QE0', 'A2WX227WZ2TRZF']",3,0.6666666666666666,0.9428090415820634
7300,UCZYTClx2T1of7BRZ86-8fow | SciShow,frPQ0EUlIMY,youtube#video,2015-08-31T20:30:00.000Z,How Ants Take Care of Their Farms,UUZYTClx2T1of7BRZ86-8fow,27.0,PT3M52S,463291.0,15129.0,117.0,"2, 2","['A2EED3HLTA96CP', 'AC54HUSIFWSP']",2,2.0,0.0
7301,UCZYTClx2T1of7BRZ86-8fow | SciShow,frzr80sxm6c,youtube#video,2016-11-11T22:00:02.000Z,Saving the Elephants with Carbon Dating,UUZYTClx2T1of7BRZ86-8fow,27.0,PT4M50S,113210.0,4207.0,308.0,"1, 2","['AC54HUSIFWSP', 'AH31QLJ57XC8W']",2,1.5,0.5
7302,UCP5tjEmvPItGyLhmjdwP7Ww | RealLifeLore,fs1CIrwg5zU,youtube#video,2016-10-07T12:17:29.000Z,The Terrifying True Scale of Nuclear Weapons,UUP5tjEmvPItGyLhmjdwP7Ww,27.0,PT5M57S,10632627.0,113923.0,3625.0,"0, 0","['H4059a0ik5o970ck', 'AGLRR7BJRX0J5']",2,0.0,0.0
7303,UC7_gcs09iThXybpVgjHZ_7g | PBS Space Time,fsARBnvUB2E,youtube#video,2016-05-04T20:12:16.000Z,Will Starshot's Insterstellar Journey Succeed? | Space Time | PBS Digital Studios,UU7_gcs09iThXybpVgjHZ_7g,27.0,PT12M17S,468868.0,9631.0,125.0,"0, 2","['A1IMRSDQ7RO9US', 'A2D4RMKLUQ6RZA']",2,1.0,1.0
7304,UCCODtTcd5M1JavPCOr_Uydg | Extra Credits,fsDOFru9m14,youtube#video,2016-07-27T17:00:37.000Z,Games You Might Not Have Tried #10 - Find New Games - Extra Credits,UUCODtTcd5M1JavPCOr_Uydg,20.0,PT9M33S,421265.0,9741.0,165.0,"0, 1","['A2HX13XTRKDD9C', 'A2D4RMKLUQ6RZA']",2,0.5,0.5
7305,UCLXo7UDZvByw2ixzpQCufnA | Vox,fsRP2_aN7Qw,youtube#video,2018-06-15T12:00:08.000Z,How TV gave us the classic soccer ball,UULXo7UDZvByw2ixzpQCufnA,17.0,PT2M37S,446462.0,10400.0,686.0,"1, 1, 2","['A20NITCOBY4775', 'AXHDHGJRFHMRR', 'A3U2UNSYDPS933']",3,1.333333333333333,0.4714045207910317
7307,UCZYTClx2T1of7BRZ86-8fow | SciShow,fsS6d4byK4A,youtube#video,2019-01-02T22:00:05.000Z,Why Doesn't It Get Dark When You Blink?,UUZYTClx2T1of7BRZ86-8fow,27.0,PT2M58S,141343.0,6778.0,145.0,"0, 0","['A2KWEVSI7P1RGQ', 'A36SUOEMOIXFSO']",2,0.0,0.0
7308,UCR1IuLEqb6UEA_zQ81kwXfg | Real Engineering,fsXpaPSVasQ,youtube#video,2016-06-15T14:30:01.000Z,Steam Engine - How Does It Work,UUR1IuLEqb6UEA_zQ81kwXfg,27.0,PT4M50S,1207979.0,14781.0,471.0,"0, 0, 0","['AIVSV91CBYI12', 'A2MINC61KJMTKI', 'AQ0KEFNAT0K1Z']",3,0.0,0.0
7309,UCfdNM3NAhaBOXCafH7krzrA | The Infographics Show,ftkJtn5BWEY,youtube#video,2019-04-05T01:15:00.000Z,What You Should NOT Do If You Are Stopped By A Cop,UUfdNM3NAhaBOXCafH7krzrA,27.0,PT9M36S,547824.0,12678.0,373.0,"0, 0, 2","['AFPB6UZWRG3G1', 'A28EZTFIIDESKT', 'A3959GYL1Z4EO0']",3,0.6666666666666666,0.9428090415820634
7310,UCfdNM3NAhaBOXCafH7krzrA | The Infographics Show,ftvTSj-twgU,youtube#video,2018-05-23T17:00:03.000Z,What If We Put A NUKE Inside Yellowstone Volcano?,UUfdNM3NAhaBOXCafH7krzrA,27.0,PT6M37S,1297985.0,15559.0,942.0,"0, 1","['A86CAG3LG83GG', 'AC54HUSIFWSP']",2,0.5,0.5
7311,UCVLZmDKeT-mV4H3ToYXIFYg | Tech Insider,fu6eu8UuNlg,youtube#video,2015-10-28T14:00:01.000Z,The king of Grindr,UUVLZmDKeT-mV4H3ToYXIFYg,28.0,PT4M16S,256740.0,2854.0,372.0,"2, 2","['AVJUIF9QHQRY8', 'A2KC0PSGG2OIQX']",2,2.0,0.0
7312,UCCODtTcd5M1JavPCOr_Uydg | Extra Credits,fuEy0Y4xoT4,youtube#video,2017-12-06T18:04:17.000Z,Losing Player Trust - The Data Dilemma - Extra Credits,UUCODtTcd5M1JavPCOr_Uydg,20.0,PT7M19S,576604.0,22601.0,262.0,"0, 1","['AYMJAMX7Z7YHG', 'A3T3CRF61D218E']",2,0.5,0.5
7313,UCVLZmDKeT-mV4H3ToYXIFYg | Tech Insider,fuROEG1xe7o,youtube#video,2016-09-11T14:00:04.000Z,Swiss 'hotel room' without walls,UUVLZmDKeT-mV4H3ToYXIFYg,28.0,PT1M24S,204949.0,1533.0,100.0,"0, 0","['ALHT37PYQA05D', 'A39980PKUJE4NS']",2,0.0,0.0
7314,UCfdNM3NAhaBOXCafH7krzrA | The Infographics Show,fwaQvHAWzkQ,youtube#video,2019-07-16T20:15:00.000Z,Why You Need A BOMB SHELTER And How To Build One,UUfdNM3NAhaBOXCafH7krzrA,27.0,PT10M56S,467627.0,10633.0,479.0,"0, 0","['A2G92T4A1U377C', 'A3T3CRF61D218E']",2,0.0,0.0
7315,UC9RM-iSvTu1uPJb8X5yp3EQ | Wendover Productions,fwjwePe-HmA,youtube#video,2017-04-07T14:31:18.000Z,Why Trains are so Expensive,UU9RM-iSvTu1uPJb8X5yp3EQ,24.0,PT12M39S,2537576.0,45152.0,2513.0,"0, 1","['A3NNWJI1G86RJ2', 'A27U34JQKVDTA3']",2,0.5,0.5
7316,UCpJmBQ8iNHXeQ7jQWDyGe3A | Life Noggin,fxUQXR5vtUU,youtube#video,2018-05-17T13:00:06.000Z,What If You Never Sweat?,UUpJmBQ8iNHXeQ7jQWDyGe3A,27.0,PT3M33S,1683434.0,35056.0,519.0,"0, 0","['A2G92T4A1U377C', 'A2726YRGIF5ZXL']",2,0.0,0.0
7317,UCZWlSUNDvCCS1hBiXV0zKcA | PragerU,fxcCNtnne3Q,youtube#video,2019-08-13T00:15:30.000Z,"There Is No Such Thing as ""Your Truth""",UUZWlSUNDvCCS1hBiXV0zKcA,27.0,PT2M,209027.0,17330.0,263.0,"0, 0, 1","['AADRZTXSE7211', 'A2J6S7QR4CGXTW', 'A1TW2BZRRS874Z']",3,0.3333333333333333,0.4714045207910317
7318,UC64UiPJwM_e9AqAd7RiD7JA | Today I Found Out,fxeLohZEqs0,youtube#video,2019-01-02T20:17:44.000Z,The Appalling Tuskegee Syphilis Experiment,UU64UiPJwM_e9AqAd7RiD7JA,27.0,PT9M17S,101901.0,3652.0,48.0,"0, 2, 2","['A36R4ABMG40NZT', 'A1S65MPJSSYO6D', 'A18G2CLYSTENK']",3,1.333333333333333,0.9428090415820634
7319,UCZYTClx2T1of7BRZ86-8fow | SciShow,fxipEj0aOIM,youtube#video,2016-11-19T22:00:01.000Z,Can You Really Cook Alcohol Out of Food?,UUZYTClx2T1of7BRZ86-8fow,27.0,PT2M55S,252615.0,7737.0,1063.0,2,[nan],0,2.0,0.0
7320,UCZYTClx2T1of7BRZ86-8fow | SciShow,fxjZqvu1rko,youtube#video,2019-02-25T22:00:07.000Z,Are We Ready to Edit the Fetal Genome?,UUZYTClx2T1of7BRZ86-8fow,27.0,PT7M56S,133418.0,5539.0,81.0,0,['A2D4RMKLUQ6RZA'],1,0.0,0.0
7321,UCZYTClx2T1of7BRZ86-8fow | SciShow,fyO5AA65h8U,youtube#video,2017-12-26T22:00:02.000Z,Why Do We Get Colds When It's Cold?,UUZYTClx2T1of7BRZ86-8fow,27.0,PT3M19S,233847.0,9878.0,108.0,0,['AAAL4RENVAPML'],1,0.0,0.0
7322,UCH4BNI0-FOK2dMXoFtViWHw | It's Okay To Be Smart,fyRyZ1zKtyA,youtube#video,2015-04-15T16:01:11.000Z,Rise of the Superbugs,UUH4BNI0-FOK2dMXoFtViWHw,27.0,PT7M24S,526204.0,7794.0,147.0,"0, 1, 1","['A1S2MN0E9BHPVA', 'AC54HUSIFWSP', 'A2D4RMKLUQ6RZA']",3,0.6666666666666666,0.4714045207910317
7323,UCRyIP2oznv4UPAl1jmKS5kA | Top 10s,fygZoZn__-E,youtube#video,2017-02-01T19:01:51.000Z,10 Crazy Ways Kids CHEATED On School Tests,UURyIP2oznv4UPAl1jmKS5kA,27.0,PT6M52S,1579817.0,19870.0,1393.0,"0, 1","['A2726YRGIF5ZXL', 'AEF74ZYJTTEIA']",2,0.5,0.5
7324,UCsooa4yRKGN_zEE8iknghZA | TED-Ed,fygjGXnaV9w,youtube#video,2019-02-04T16:00:55.000Z,How one journalist risked her life to hold murderers accountable - Christina Greer,UUsooa4yRKGN_zEE8iknghZA,27.0,PT4M50S,254774.0,13590.0,134.0,"0, 0","['A3PQ5Q456J981M', 'A86CAG3LG83GG']",2,0.0,0.0
7325,UCCODtTcd5M1JavPCOr_Uydg | Extra Credits,fyyes_IMNoo,youtube#video,2018-08-18T17:30:00.000Z,The 1918 Flu Pandemic - Lies - Extra History,UUCODtTcd5M1JavPCOr_Uydg,27.0,PT20M19S,113562.0,2961.0,64.0,"0, 0","['A4059a0ik5pqj0ve', 'A3ODGLELT1TPX']",2,0.0,0.0
7326,UCR1IuLEqb6UEA_zQ81kwXfg | Real Engineering,fzBRYsiyxjI,youtube#video,2019-10-26T14:00:08.000Z,The Material Science of Metal 3D Printing,UUR1IuLEqb6UEA_zQ81kwXfg,28.0,PT15M,686068.0,24569.0,310.0,"0, 1, 1","['A2LGEIY8RXI1EW', 'A2868HFLIU4V0C', 'A18G2CLYSTENK']",3,0.6666666666666666,0.4714045207910317
7327,UCZYTClx2T1of7BRZ86-8fow | SciShow,fzNk4w2k2h0,youtube#video,2016-06-23T21:00:05.000Z,"Sprites, Jets, and Glowing Balls: The Science of Lightning",UUZYTClx2T1of7BRZ86-8fow,27.0,PT3M43S,395918.0,10734.0,124.0,"0, 0","['AA4KKLIU4C3NY', 'A2D4RMKLUQ6RZA']",2,0.0,0.0
7328,UCVLZmDKeT-mV4H3ToYXIFYg | Tech Insider,fzZqdTl_GPw,youtube#video,2017-06-18T23:00:03.000Z,This inflatable playground floats on the water,UUVLZmDKeT-mV4H3ToYXIFYg,28.0,PT1M5S,168339.0,2422.0,45.0,"0, 1","['A3MIMTJL7OVXJB', 'A3NNWJI1G86RJ2']",2,0.5,0.5
7329,UCZYTClx2T1of7BRZ86-8fow | SciShow,g-KuigAQFp4,youtube#video,2016-05-22T21:00:01.000Z,The Truth About 10 Famous Inventions,UUZYTClx2T1of7BRZ86-8fow,27.0,PT11M6S,815072.0,16438.0,418.0,"0, 1","['A3INW9GHEU7FLU', 'A1VPSWYSCJYPEB']",2,0.5,0.5
7330,UCRyIP2oznv4UPAl1jmKS5kA | Top 10s,g-bKgMjQ2Vc,youtube#video,2016-12-27T19:32:50.000Z,10 Famous Logos Then And Now,UURyIP2oznv4UPAl1jmKS5kA,27.0,PT6M51S,3215683.0,31297.0,1413.0,"0, 2","['A24RQYIDMV7OPK', 'A4LG89UTZF0AG']",2,1.0,1.0
7331,UCfdNM3NAhaBOXCafH7krzrA | The Infographics Show,g-upJctReQI,youtube#video,2019-07-17T17:32:23.000Z,Size Of US Military Through History,UUfdNM3NAhaBOXCafH7krzrA,27.0,PT8M48S,284118.0,7490.0,777.0,"0, 1","['A1Q7OOR64JJRCO', 'A1PNYLOKED8FWF']",2,0.5,0.5
7332,UC6nSFpj9HTCZ5t-N3Rm3-HA | Vsauce,g-wjP1otQWI,youtube#video,2016-10-27T23:59:02.000Z,DC Resistors & Batteries: Crash Course Physics #29,UUX6b17PVsYBQ0ip5gyeme-Q,27.0,PT10M48S,255738.0,3176.0,108.0,"0, 1","['A3YP2RNFZ1PQP', 'A3T3CRF61D218E']",2,0.5,0.5
7333,UCsooa4yRKGN_zEE8iknghZA | TED-Ed,g09BQes-B7E,youtube#video,2015-03-09T15:03:55.000Z,How parasites change their host's behavior - Jaap de Roode,UUsooa4yRKGN_zEE8iknghZA,27.0,PT5M14S,2838249.0,35965.0,654.0,"0, 2","['A3GRDYAGMTAU02', 'AUCEAYEONG92V']",2,1.0,1.0
7334,UCVLZmDKeT-mV4H3ToYXIFYg | Tech Insider,g0fYp51iwCw,youtube#video,2018-11-07T20:00:06.000Z,How Hard It Is To Drive A Firetruck,UUVLZmDKeT-mV4H3ToYXIFYg,2.0,PT4M48S,309112.0,4187.0,116.0,"0, 0","['A21ENG0H0098V2', 'A3T3CRF61D218E']",2,0.0,0.0
7335,UC7_gcs09iThXybpVgjHZ_7g | PBS Space Time,g1nbZ4PctOI,youtube#video,2015-07-08T22:02:14.000Z,Curvature Demonstrated + Comments | Space Time | PBS Digital Studios,UU7_gcs09iThXybpVgjHZ_7g,27.0,PT6M59S,253116.0,3034.0,34.0,"1, 1","['A3YP2RNFZ1PQP', 'A2CS92S5XOYS3B']",2,1.0,0.0
7336,UCHnyfMqiRRG1u-2MsSQLbXA | Veritasium,g20JZ2HNZaw,youtube#video,2016-09-08T14:00:02.000Z,The Best and Worst Prediction in Science,UUHnyfMqiRRG1u-2MsSQLbXA,27.0,PT8M43S,1864427.0,47186.0,722.0,"0, 0","['A1WBSYXJA7CD2Z', 'A1VPSWYSCJYPEB']",2,0.0,0.0
7337,UCZWlSUNDvCCS1hBiXV0zKcA | PragerU,g60ON91ClLA,youtube#video,2015-03-23T09:34:14.000Z,What is the University Diversity Scam?,UUZWlSUNDvCCS1hBiXV0zKcA,27.0,PT5M53S,1077583.0,11048.0,693.0,"0, 0","['A36SUOEMOIXFSO', 'A1SNX9NBRRIVON']",2,0.0,0.0
7338,UCLXo7UDZvByw2ixzpQCufnA | Vox,g6o1eTHC99U,youtube#video,2016-10-19T14:46:31.000Z,"Consent, explained for Donald Trump",UULXo7UDZvByw2ixzpQCufnA,25.0,PT6M53S,1481474.0,36694.0,16463.0,"0, 1","['A24RQYIDMV7OPK', 'A3YP2RNFZ1PQP']",2,0.5,0.5
7340,UCZYTClx2T1of7BRZ86-8fow | SciShow,g7MXnTJBwS4,youtube#video,2018-07-27T21:23:39.000Z,Why Cancer Labels Are Super Misleading,UUZYTClx2T1of7BRZ86-8fow,27.0,PT11M37S,294355.0,10017.0,159.0,"0, 1","['A2HX13XTRKDD9C', 'A2D4RMKLUQ6RZA']",2,0.5,0.5
7341,UC64UiPJwM_e9AqAd7RiD7JA | Today I Found Out,g86iBXzqK2g,youtube#video,2017-02-13T22:54:16.000Z,Why Drawn Hearts Don't Look Like Real Hearts,UU64UiPJwM_e9AqAd7RiD7JA,27.0,PT6M12S,195783.0,4688.0,537.0,"0, 1, 2, 2","['A28ZPY6D5AS7GZ', 'A1W4QIYLPKH3Z7', 'A22WWSTT8TU7G1', 'A2LV5432PV1S39']",4,1.25,0.82915619758885
7342,UCVLZmDKeT-mV4H3ToYXIFYg | Tech Insider,g92cI9_eAto,youtube#video,2017-04-18T17:50:13.000Z,300-year-old Silms river in Canada vanished in 4 days,UUVLZmDKeT-mV4H3ToYXIFYg,28.0,PT1M54S,241576.0,1246.0,165.0,"0, 0","['A36SUOEMOIXFSO', 'A33B85TN97HQ33']",2,0.0,0.0
7343,UCsooa4yRKGN_zEE8iknghZA | TED-Ed,g96z1P3z5yU,youtube#video,2018-04-05T15:01:38.000Z,What causes body odor? - Mel Rosenberg,UUsooa4yRKGN_zEE8iknghZA,27.0,PT4M29S,1020967.0,17320.0,425.0,"0, 2","['A86CAG3LG83GG', 'A3YP2RNFZ1PQP']",2,1.0,1.0
7344,UCZYTClx2T1of7BRZ86-8fow | SciShow,g9OqQ1PaACg,youtube#video,2015-03-27T23:26:53.000Z,The Truth About Biodegradable Plastic,UUZYTClx2T1of7BRZ86-8fow,27.0,PT4M48S,959862.0,21881.0,504.0,"0, 1","['A3J4QZVB7RJQ0U', 'A2HX13XTRKDD9C']",2,0.5,0.5
7345,UCCODtTcd5M1JavPCOr_Uydg | Extra Credits,g9TET6YTYrk,youtube#video,2018-04-09T17:29:47.000Z,The Aesir-Vanir War - Extra Mythology,UUCODtTcd5M1JavPCOr_Uydg,27.0,PT6M9S,970172.0,26714.0,326.0,"0, 0, 2","['A320QA9HJFUOZO', 'APF1EAZT104LQ', 'A2LV5432PV1S39']",3,0.6666666666666666,0.9428090415820634
7346,UC6nSFpj9HTCZ5t-N3Rm3-HA | Vsauce,g9aDizJpd_s,youtube#video,2015-08-14T13:44:24.000Z,Supply and Demand: Crash Course Economics #4,UUX6b17PVsYBQ0ip5gyeme-Q,27.0,PT10M22S,1915378.0,20938.0,747.0,"0, 1, 2","['A1IMRSDQ7RO9US', 'AYPOAY43REHC8', 'A2VGEE0ZIZ8CBQ']",3,1.0,0.8164965809277259
7347,UCLXo7UDZvByw2ixzpQCufnA | Vox,g9bkQ7OiEdQ,youtube#video,2019-03-01T13:00:10.000Z,How the Hindenburg killed an entire industry,UULXo7UDZvByw2ixzpQCufnA,25.0,PT5M50S,1311465.0,36713.0,452.0,0,['A1O6NAOVMJ1XVC'],1,0.0,0.0
7349,UCfdNM3NAhaBOXCafH7krzrA | The Infographics Show,g9cVdPoZ61I,youtube#video,2019-01-04T17:15:00.000Z,The Evidence That The Lost City of Atlantis Existed?,UUfdNM3NAhaBOXCafH7krzrA,27.0,PT9M20S,966688.0,14232.0,989.0,"0, 0, 0, 0, 0, 0, 1, 2","['A14M2EERU7E8KD', 'A3AYDZLIK17L9K', 'A2GXKPQB64DZC1', 'AK3DF1BXS8DSM', 'A140DPSW275GFR', nan, 'A2GL4H2GRVX15O', 'AJY5G987IRT25']",7,0.375,0.6959705453537527
7350,UCVLZmDKeT-mV4H3ToYXIFYg | Tech Insider,g9uQcbR-CC0,youtube#video,2018-03-15T14:00:03.000Z,The Italian Farm That's 8 Meters Below The Sea,UUVLZmDKeT-mV4H3ToYXIFYg,28.0,PT3M24S,240983.0,4737.0,153.0,"0, 2","['A36SUOEMOIXFSO', 'A3NNWJI1G86RJ2']",2,1.0,1.0
7351,UCYO_jab_esuFRV4b17AJtAw | 3Blue1Brown,gB9n2gHsHN4,youtube#video,2017-01-27T17:29:08.000Z,Fractals are typically not self-similar,UUYO_jab_esuFRV4b17AJtAw,27.0,PT19M55S,1759984.0,45500.0,616.0,"0, 0","['A2D4RMKLUQ6RZA', 'A140DTJHRHQM4F']",2,0.0,0.0
7352,UCsooa4yRKGN_zEE8iknghZA | TED-Ed,gBRcOLcEwF0,youtube#video,2017-01-10T16:02:53.000Z,What’s so great about the Great Lakes? - Cheri Dobbs and Jennifer Gabrys,UUsooa4yRKGN_zEE8iknghZA,27.0,PT4M47S,750135.0,9510.0,528.0,0,['A13FVM2C914A3H'],1,0.0,0.0
7353,UCVLZmDKeT-mV4H3ToYXIFYg | Tech Insider,gBeQMe4eq-U,youtube#video,2019-02-20T20:50:57.000Z,Samsung’s Galaxy S10 & Galaxy Fold Event In 6 Minutes,UUVLZmDKeT-mV4H3ToYXIFYg,28.0,PT6M18S,301441.0,4128.0,188.0,2,['A111ZFNLXK1TCO'],1,2.0,0.0
7354,UCsooa4yRKGN_zEE8iknghZA | TED-Ed,gCfzeONu3Mo,youtube#video,2016-02-22T16:18:42.000Z,How miscommunication happens (and how to avoid it) - Katherine Hampsten,UUsooa4yRKGN_zEE8iknghZA,27.0,PT4M33S,757491.0,10944.0,166.0,"0, 2","['AYMJAMX7Z7YHG', 'A38SQ8KCQ1GR06']",2,1.0,1.0
7355,UC6nSFpj9HTCZ5t-N3Rm3-HA | Vsauce,gDL4Zf2yEa4,youtube#video,2016-10-17T20:54:53.000Z,Aesthetics: Crash Course Philosophy #31,UUX6b17PVsYBQ0ip5gyeme-Q,27.0,PT10M38S,631877.0,13374.0,210.0,"0, 0","['A24RQYIDMV7OPK', 'A2LGEIY8RXI1EW']",2,0.0,0.0
7356,UCVLZmDKeT-mV4H3ToYXIFYg | Tech Insider,gDR9HBE2R3c,youtube#video,2016-12-02T17:00:04.000Z,Why Boeing 747 Planes Have A Hump In The Front,UUVLZmDKeT-mV4H3ToYXIFYg,28.0,PT2M8S,1438041.0,7367.0,2391.0,1,['AKMIORNF40ST7'],1,1.0,0.0
7357,UCRyIP2oznv4UPAl1jmKS5kA | Top 10s,gDUvpE10TNo,youtube#video,2015-10-03T14:09:31.000Z,10 Most Mysterious Photos from Space,UURyIP2oznv4UPAl1jmKS5kA,27.0,PT7M33S,336809.0,1332.0,143.0,"0, 0, 1","['A1RFH0LZHG2C1R', 'A3TPW4JUUJDUFI', 'A1CSBWOZLC2KZA']",3,0.3333333333333333,0.4714045207910317
